Solver,Model,Name, NumTargetPlates, SizeTargetPlates, NumSourcePlates, NumCombinations,SolutionTime,IsTimeout,TotalTime, NbSwaps
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_0.dzn,2,2,2,4,1.50,false,1.50,2
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_0.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_0.dzn,2,2,2,4,0.27,false,0.27,2
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_0.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_0.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_0.dzn,2,2,2,4,0.31,false,0.31,2
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_1.dzn,2,2,2,4,0.30,false,0.30,3
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_1.dzn,2,2,2,4,0.29,false,0.29,3
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_1.dzn,2,2,2,4,0.29,false,0.29,3
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_1.dzn,2,2,2,4,0.30,false,0.30,3
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_1.dzn,2,2,2,4,0.29,false,0.29,3
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_1.dzn,2,2,2,4,0.29,false,0.29,3
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_2.dzn,2,2,2,4,0.30,false,0.30,3
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_2.dzn,2,2,2,4,0.31,false,0.31,3
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_2.dzn,2,2,2,4,0.29,false,0.29,3
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_2.dzn,2,2,2,4,0.31,false,0.31,3
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_2.dzn,2,2,2,4,0.28,false,0.28,3
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_2.dzn,2,2,2,4,0.31,false,0.31,3
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_3.dzn,2,2,2,4,0.27,false,0.28,2
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_3.dzn,2,2,2,4,0.32,false,0.32,2
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_3.dzn,2,2,2,4,0.30,false,0.30,2
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_3.dzn,2,2,2,4,0.30,false,0.30,2
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_3.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_3.dzn,2,2,2,4,0.30,false,0.30,2
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_4.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_4.dzn,2,2,2,4,0.30,false,0.30,2
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_4.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_4.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_4.dzn,2,2,2,4,0.30,false,0.30,2
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_4.dzn,2,2,2,4,0.32,false,0.32,2
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_5.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_5.dzn,2,2,2,4,0.32,false,0.32,2
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_5.dzn,2,2,2,4,0.28,false,0.28,2
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_5.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_5.dzn,2,2,2,4,0.28,false,0.28,2
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_5.dzn,2,2,2,4,0.32,false,0.32,2
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_6.dzn,2,2,2,4,0.27,false,0.27,2
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_6.dzn,2,2,2,4,0.32,false,0.32,2
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_6.dzn,2,2,2,4,0.28,false,0.28,2
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_6.dzn,2,2,2,4,0.32,false,0.32,2
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_6.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_6.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_7.dzn,2,2,2,4,0.28,false,0.28,2
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_7.dzn,2,2,2,4,0.32,false,0.32,2
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_7.dzn,2,2,2,4,0.27,false,0.27,2
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_7.dzn,2,2,2,4,0.30,false,0.30,2
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_7.dzn,2,2,2,4,0.27,false,0.27,2
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_7.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_8.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_8.dzn,2,2,2,4,0.31,false,0.31,2
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_8.dzn,2,2,2,4,0.27,false,0.27,2
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_8.dzn,2,2,2,4,0.31,false,0.31,2
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_8.dzn,2,2,2,4,0.29,false,0.29,2
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_8.dzn,2,2,2,4,0.31,false,0.31,2
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s2_9.dzn,2,2,2,4,0.29,false,0.29,3
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s2_9.dzn,2,2,2,4,0.29,false,0.29,3
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s2_9.dzn,2,2,2,4,0.28,false,0.28,3
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s2_9.dzn,2,2,2,4,0.30,false,0.30,3
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s2_9.dzn,2,2,2,4,0.28,false,0.28,3
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s2_9.dzn,2,2,2,4,0.31,false,0.31,3
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_0.dzn,2,2,5,4,0.28,false,0.28,5
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_0.dzn,2,2,5,4,0.33,false,0.33,5
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_0.dzn,2,2,5,4,0.30,false,0.30,5
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_0.dzn,2,2,5,4,0.34,false,0.34,5
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_0.dzn,2,2,5,4,0.29,false,0.29,5
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_0.dzn,2,2,5,4,0.35,false,0.35,5
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_1.dzn,2,2,5,4,0.30,false,0.30,7
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_1.dzn,2,2,5,4,0.31,false,0.31,7
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_1.dzn,2,2,5,4,0.27,false,0.27,7
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_1.dzn,2,2,5,4,0.34,false,0.34,7
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_1.dzn,2,2,5,4,0.29,false,0.29,7
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_1.dzn,2,2,5,4,0.34,false,0.34,7
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_2.dzn,2,2,5,4,0.30,false,0.30,7
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_2.dzn,2,2,5,4,0.33,false,0.33,7
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_2.dzn,2,2,5,4,0.29,false,0.29,7
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_2.dzn,2,2,5,4,0.34,false,0.34,7
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_2.dzn,2,2,5,4,0.31,false,0.31,7
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_2.dzn,2,2,5,4,0.34,false,0.34,7
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_3.dzn,2,2,5,4,0.30,false,0.30,7
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_3.dzn,2,2,5,4,0.34,false,0.34,7
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_3.dzn,2,2,5,4,0.29,false,0.29,7
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_3.dzn,2,2,5,4,0.34,false,0.34,7
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_3.dzn,2,2,5,4,0.29,false,0.29,7
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_3.dzn,2,2,5,4,0.33,false,0.33,7
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_4.dzn,2,2,5,4,0.28,false,0.28,6
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_4.dzn,2,2,5,4,0.34,false,0.34,6
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_4.dzn,2,2,5,4,0.30,false,0.30,6
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_4.dzn,2,2,5,4,0.35,false,0.35,6
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_4.dzn,2,2,5,4,0.30,false,0.30,6
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_4.dzn,2,2,5,4,0.35,false,0.35,6
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_5.dzn,2,2,5,4,0.29,false,0.29,9
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_5.dzn,2,2,5,4,0.34,false,0.34,9
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_5.dzn,2,2,5,4,0.29,false,0.29,9
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_5.dzn,2,2,5,4,0.32,false,0.32,9
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_5.dzn,2,2,5,4,0.28,false,0.28,9
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_5.dzn,2,2,5,4,0.34,false,0.34,9
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_6.dzn,2,2,5,4,0.29,false,0.29,6
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_6.dzn,2,2,5,4,0.35,false,0.35,6
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_6.dzn,2,2,5,4,0.29,false,0.29,6
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_6.dzn,2,2,5,4,0.32,false,0.32,6
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_6.dzn,2,2,5,4,0.30,false,0.30,6
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_6.dzn,2,2,5,4,0.32,false,0.32,6
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_7.dzn,2,2,5,4,0.30,false,0.30,5
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_7.dzn,2,2,5,4,0.35,false,0.35,5
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_7.dzn,2,2,5,4,0.29,false,0.29,5
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_7.dzn,2,2,5,4,0.34,false,0.34,5
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_7.dzn,2,2,5,4,0.30,false,0.30,5
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_7.dzn,2,2,5,4,0.33,false,0.33,5
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_8.dzn,2,2,5,4,0.28,false,0.28,5
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_8.dzn,2,2,5,4,0.36,false,0.36,5
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_8.dzn,2,2,5,4,0.30,false,0.30,5
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_8.dzn,2,2,5,4,0.33,false,0.33,5
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_8.dzn,2,2,5,4,0.28,false,0.28,5
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_8.dzn,2,2,5,4,0.33,false,0.33,5
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s5_9.dzn,2,2,5,4,0.27,false,0.27,5
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s5_9.dzn,2,2,5,4,0.30,false,0.30,5
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s5_9.dzn,2,2,5,4,0.29,false,0.29,5
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s5_9.dzn,2,2,5,4,0.34,false,0.34,5
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s5_9.dzn,2,2,5,4,0.29,false,0.29,5
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s5_9.dzn,2,2,5,4,0.31,false,0.31,5
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s10_0.dzn,2,2,10,4,0.30,false,0.30,11
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s10_0.dzn,2,2,10,4,0.40,false,0.40,11
chuffed_config,II_A,multiplate_dzn_files/multiplate_t2_w2_s10_0.dzn,2,2,10,4,0.30,false,0.30,11
chuffed_config,II_B,multiplate_dzn_files/multiplate_t2_w2_s10_0.dzn,2,2,10,4,0.39,false,0.39,11
chuffed_config,III_A,multiplate_dzn_files/multiplate_t2_w2_s10_0.dzn,2,2,10,4,0.32,false,0.32,11
chuffed_config,III_B,multiplate_dzn_files/multiplate_t2_w2_s10_0.dzn,2,2,10,4,0.35,false,0.35,11
chuffed_config,I_A,multiplate_dzn_files/multiplate_t2_w2_s10_1.dzn,2,2,10,4,0.30,false,0.30,15
chuffed_config,I_B,multiplate_dzn_files/multiplate_t2_w2_s10_1.dzn,2,2,10,4,0.39,false,0.39,15
